univ_fiscal_yr|fin_coa_cd|fin_object_cd|finobj_bene_typ_cd|obj_id|ver_nbr|actv_ind|lbr_ben_rt_cat_cd|
2009.0|BA|2000|F|3ED7BBE4-0474-9D9A-D0AA-DF1FDF7F0391|1.0|Y||
2009.0|BA|2000|G|844A52B1-79A0-0E57-AFEA-350FC3158F77|1.0|Y||
2009.0|BA|2000|R|9290B6E4-AC90-06A9-2264-7EB9C6DFADA6|1.0|Y||
2009.0|BA|2001|F|B736340D-926D-ECDD-2D47-1C5F5450AAC1|1.0|Y||
2009.0|BA|2001|G|BF66FB0E-34A5-35AA-19E4-8E73D8426DC3|1.0|Y||
2009.0|BA|2001|R|7A0A1052-74DA-AFBB-AD81-898E18E0CCC9|1.0|Y||
2009.0|BA|2002|E|E36D0234-B3CA-7F1D-AA20-D1EBFE104E6D|1.0|Y||
2009.0|BA|2002|F|0714B0C4-1A74-A4F0-948E-B1C1A2377709|1.0|Y||
2009.0|BA|2002|G|7A309668-8A60-9FF7-A1A9-B33841ABD1AA|1.0|Y||
2009.0|BA|2003|F|7CC60912-78C1-9A5C-ECC4-FDAA63A78A19|1.0|Y||
2009.0|BA|2003|G|1FB463CD-4B1D-DFEB-29FA-250020DD9AD5|1.0|Y||
2009.0|BA|2003|R|FDD8E43B-0917-460D-7628-8A1B82A8BA8D|1.0|Y||
2009.0|BA|2004|E|E0B4C9D0-9F8D-B688-86C7-7C6AB6DE9D25|1.0|Y||
2009.0|BA|2004|F|33C29D3D-DE92-281E-D617-28705CDA2FC1|1.0|Y||
2009.0|BA|2004|G|53D83068-C679-307C-A05D-EE369035E41D|1.0|Y||
2009.0|BA|2005|F|60CBA1B1-58EC-19F3-3770-974A4CF0862C|1.0|Y||
2009.0|BA|2005|G|1F8F2FAF-B6C6-A023-231B-B71EE5246540|1.0|Y||
2009.0|BA|2005|R|FDA1D25A-493F-A94E-1F34-C80B110AC8F2|1.0|Y||
2009.0|BA|2010|F|6DE2CA72-2847-5695-32B3-1C8C8D02F026|1.0|Y||
2009.0|BA|2010|G|395CED5C-A140-5B0B-4ACF-8C487193471D|1.0|Y||
2009.0|BA|2170|F|23ECDCA8-39DA-2140-33D5-E542F16C8AA7|1.0|Y||
2009.0|BA|2175|F|E4B936C2-B421-C049-8523-FBF76F3D4746|1.0|Y||
2009.0|BA|2200|F|2B664FF2-6FD6-270A-342F-EFD070C9F0BB|1.0|Y||
2009.0|BA|2205|F|E2D33B9F-6153-F9C4-AEF6-C209827D4F35|1.0|Y||
2009.0|BA|2280|F|8B05A03C-D516-1603-018A-670B0E7B700F|1.0|Y||
2009.0|BA|2280|G|5870AA14-312C-59FE-A81C-95FA5E954A67|1.0|Y||
2009.0|BA|2280|R|71D89556-9F85-E861-BEA4-BC3033322407|1.0|Y||
2009.0|BA|2288|E|C2207550-6AC9-6ADC-7B9C-E6FF7F6C5D94|1.0|Y||
2009.0|BA|2288|F|3A3E1041-A788-0071-0748-7E2DA78CBEA1|1.0|Y||
2009.0|BA|2288|G|4EA24113-5E12-1B91-E058-81D3370E46B7|1.0|Y||
2009.0|BA|2290|F|069F2DB3-F1CA-C741-6B98-BB32B6392CDA|1.0|Y||
2009.0|BA|2300|F|C0E230E4-0A6A-6904-D79B-6009523020DE|1.0|Y||
2009.0|BA|2310|F|D133982D-7A3C-8B60-63E5-60364F3C9FA0|1.0|Y||
2009.0|BA|2331|N|A5AFA82E-27CB-6FB9-58AA-227C62B7D7CF|1.0|Y||
2009.0|BA|2332|N|9608E7BF-D2F6-3E77-3516-431DFE8B9299|1.0|Y||
2009.0|BA|2340|N|373A3A48-6AA4-5CDE-82CB-8903E49DCC39|1.0|Y||
2009.0|BA|2341|N|B1418C93-6066-D879-E0BA-8B256BFC0135|1.0|Y||
2009.0|BA|2349|F|E318BCE5-2859-A709-1A85-ED5F71757BD0|1.0|Y||
2009.0|BA|2350|N|9A51BE2E-5401-68F8-CE84-00E09582924E|1.0|Y||
2009.0|BA|2351|N|1B7E8F94-8B4B-FF25-F41C-84B177DC74E4|1.0|Y||
2009.0|BA|2360|N|6166E587-4E82-C7F3-071B-2F350FE27E69|1.0|Y||
2009.0|BA|2361|N|DE9B528D-0F58-5574-86E2-54BA658C7007|1.0|Y||
2009.0|BA|2362|F|C6CD9BBE-8843-4B52-03D9-E52CCC74BC27|1.0|Y||
2009.0|BA|2364|F|67441340-DB67-D3D4-3A6F-E5D927ECD1AF|1.0|Y||
2009.0|BA|2370|N|CD370C8E-BF99-2198-2FE8-B99E671A94DB|1.0|Y||
2009.0|BA|2381|N|D18DFED5-DF99-F5AD-F38C-F2B31CC4D944|1.0|Y||
2009.0|BA|2382|N|926F8142-5F79-ED5E-87B9-8F21ACC8E37B|1.0|Y||
2009.0|BA|2383|N|C8292C78-757A-BE12-BE3F-9ACB4B10007B|1.0|Y||
2009.0|BA|2384|N|D23B01E7-6BC0-E69E-3249-5618748E9664|1.0|Y||
2009.0|BA|2387|N|6EE90A54-53B0-467B-7DE8-9E88D69EDA2C|1.0|Y||
2009.0|BA|2388|N|CBD0160A-0731-E88E-1131-61CF5F9E5C26|1.0|Y||
2009.0|BA|2391|N|12BD3C5A-5535-F23C-8D21-725DDF05B03F|1.0|Y||
2009.0|BA|2392|F|D7D8F01D-75C7-330D-7E04-1B6287D02560|1.0|Y||
2009.0|BA|2394|F|E4CCEC79-8314-C3EF-AF0A-C4235A63954C|1.0|Y||
2009.0|BA|2400|F|E0B0C246-F863-B16F-5986-D1425CEAD113|1.0|Y||
2009.0|BA|2400|G|0D86502B-8D90-DFEC-FF6D-D73C0E3A422B|1.0|Y||
2009.0|BA|2400|R|27D228DC-7AFB-B19B-2A39-7138752D101F|1.0|Y||
2009.0|BA|2401|F|3A9462AD-2FF6-345C-0263-C28D839893A5|1.0|Y||
2009.0|BA|2401|G|69E056C2-4B43-6581-A34C-B0D41E638EC7|1.0|Y||
2009.0|BA|2401|R|6833859F-8410-5170-C2F2-51C0BB8A8649|1.0|Y||
2009.0|BA|2402|E|020803BF-49F0-2D23-57C0-213598539852|1.0|Y||
2009.0|BA|2402|F|F58C9BEB-BC2A-3B5C-889A-9E9A30A3095B|1.0|Y||
2009.0|BA|2402|G|390CAE07-F9C1-639A-016D-9DF4FCF1D6AC|1.0|Y||
2009.0|BA|2403|F|38B16439-891D-C597-6BF3-41B6D53070A8|1.0|Y||
2009.0|BA|2403|G|7F52F03E-805B-DA40-C41D-5F075648F719|1.0|Y||
2009.0|BA|2403|R|F7FC186F-7EC0-6C8C-ED83-65A03A8D544C|1.0|Y||
2009.0|BA|2404|E|C01888EA-FE51-E3F3-3C5C-FD61CF1AAC9F|1.0|Y||
2009.0|BA|2404|F|58D98E7F-B611-2CF8-223D-D2C26F8E5425|1.0|Y||
2009.0|BA|2404|G|E1C19ACC-08C9-2BF7-1909-FF6B42B92DA8|1.0|Y||
2009.0|BA|2405|F|B7BB2ED8-024D-6993-B045-591BC33B0994|1.0|Y||
2009.0|BA|2405|G|D71C869D-2C48-F1CD-E345-5AA4469AEA17|1.0|Y||
2009.0|BA|2405|R|98A3B895-9906-2ADD-EA93-7D1E406562FE|1.0|Y||
2009.0|BA|2420|F|451D7A94-9361-30BE-5486-A2E2407C7433|1.0|Y||
2009.0|BA|2425|E|F4C2766B-B4DB-4ACA-0BC7-69300F18E5F0|1.0|Y||
2009.0|BA|2425|F|DE261CAA-7F83-A84D-90C8-E6170B2D8631|1.0|Y||
2009.0|BA|2425|G|DD24F94E-0D05-DA83-3F43-DB2CDE70B07C|1.0|Y||
2009.0|BA|2450|F|4582E29D-F879-2E2A-7FFF-D745B4C4A97A|1.0|Y||
2009.0|BA|2455|F|7AC52E60-3185-E53C-005A-96C70A95D150|1.0|Y||
2009.0|BA|2480|F|937EC7CD-9DFA-95A3-88DD-F46A3641E7E1|1.0|Y||
2009.0|BA|2480|G|A6B02F17-AE3A-A484-7FB2-AD44A7413AD3|1.0|Y||
2009.0|BA|2480|R|7E350CD1-9FAE-4827-26E4-7375BB9E7807|1.0|Y||
2009.0|BA|2488|E|E69580A0-DC29-10C4-6011-CE17EC666E9B|1.0|Y||
2009.0|BA|2488|F|52AA21B5-9173-1C84-C5FF-39DE678847A7|1.0|Y||
2009.0|BA|2488|G|B1CD9F79-48B8-547E-7639-35A84E987AE1|1.0|Y||
2009.0|BA|2500|B|4FDF8BD1-89BD-BBE0-31A7-E486A4E65BB8|1.0|Y||
2009.0|BA|2500|F|7AFE5587-286B-CC86-8367-127343D13A0B|1.0|Y||
2009.0|BA|2500|G|CEA4FC24-AD78-A440-9312-AE7F7D72BDA9|1.0|Y||
2009.0|BA|2502|B|48EC26FB-1766-C314-8EA1-1021897920D1|1.0|Y||
2009.0|BA|2502|F|C529A81B-E79D-B391-87E2-94DF9B42788C|1.0|Y||
2009.0|BA|2502|G|EF74F06A-0B59-85FA-EB14-82F39C2DA716|1.0|Y||
2009.0|BA|2504|B|1E39C47C-1F81-130C-BD56-96DC15F23D7B|1.0|Y||
2009.0|BA|2504|F|80825101-7263-ADC6-B25E-EEAABFB812E0|1.0|Y||
2009.0|BA|2504|G|83F7E0C2-E6A1-E298-A8AF-6E1F05CD2FB1|1.0|Y||
2009.0|BA|2550|B|5FA24151-BE27-014F-1942-90968501423F|1.0|Y||
2009.0|BA|2550|F|DE3AE462-C82E-EB91-573A-51CDF9E3611E|1.0|Y||
2009.0|BA|2550|G|A28F671D-D23C-0ED8-20DF-BC2F1C73825C|1.0|Y||
2009.0|BA|3000|F|986E19E3-4997-4E69-25BF-06CB1FF68536|1.0|Y||
2009.0|BA|3050|B|4E1A45AA-B6DE-ADB7-0CF9-8A0071478EB6|1.0|Y||
2009.0|BA|3050|F|E8E469F3-2BEA-6687-823B-14E1236A2923|1.0|Y||
2009.0|BA|3100|B|D7933CBF-C7DB-AC4A-ED2D-64A9A06108E9|1.0|Y||
2009.0|BA|3100|F|3E2940E3-E72F-B321-C2C9-A5D1BF793D06|1.0|Y||
2009.0|BA|3150|F|D02D05F4-E76D-4B75-6BB2-5CCBC1988EB6|1.0|Y||
2009.0|BA|3200|B|D1B88B09-FE6B-9F54-A3A0-B17B280A5538|1.0|Y||
2009.0|BA|3200|F|A177F0CA-0677-3588-3817-F94E60A4B661|1.0|Y||
2009.0|BA|3205|B|FE04E9DA-E98F-C9E7-A5A6-13D8C98B8CAA|1.0|Y||
2009.0|BA|3205|F|E095163D-674B-3F51-3373-C92C2160F38F|1.0|Y||
2009.0|BA|3210|B|68858178-FA90-C01E-8B00-A37E6FD155C6|1.0|Y||
2009.0|BA|3210|F|5A0A38E7-C1B0-7FF3-6398-12F4BECF5090|1.0|Y||
2009.0|BA|3250|F|D7A849AF-813F-054F-078D-57DC50BBE807|1.0|Y||
2009.0|BA|3300|N|B33D8705-44FF-6358-4439-944E14EE712B|1.0|Y||
2009.0|BA|3301|N|0A409F29-B7D3-E54D-4E87-AE55B51FBDB6|1.0|Y||
2009.0|BA|3302|F|FA0EBC3D-691C-557C-462A-C83C38816067|1.0|Y||
2009.0|BA|3304|F|FE47626C-F424-4B40-0F21-91B5F34F5750|1.0|Y||
2009.0|BA|3390|N|F585881D-DEF9-28C4-3896-8AB8C87ECA96|1.0|Y||
2009.0|BA|3391|N|969F54BD-51F2-68E6-C69C-7C50C1638D6E|1.0|Y||
2009.0|BA|3392|F|6FEE0340-61AB-875F-9234-CFF28E035C62|1.0|Y||
2009.0|BA|3394|F|B525100B-6FD4-2B19-FE09-3826A6C7195F|1.0|Y||
2009.0|BA|3400|N|85EF81FE-FC19-4A23-C4A3-E3EE6D61283B|1.0|Y||
2009.0|BA|3401|N|18561284-1AD7-425F-E995-446084DA2E55|1.0|Y||
2009.0|BA|3402|F|56592BBD-5172-97A9-3BA7-BD85CA5243FF|1.0|Y||
2009.0|BA|3404|F|50EACBEE-C9BB-F41A-3F3E-2AC97F7F33CA|1.0|Y||
2009.0|BA|3500|N|B47EFAAE-F2DA-9B75-7987-2802F45FABFC|1.0|Y||
2009.0|BA|3600|N|8686252D-48AF-4970-6AF9-B5EBFCC0F121|1.0|Y||
2009.0|BA|3700|N|0A1960E0-27DE-A5F5-BF6D-F3554718B588|1.0|Y||
2009.0|BA|3800|N|631E663D-899B-2BE2-ADCF-D8070E88818A|1.0|Y||
2009.0|BA|3801|N|25A3B111-FA5B-3424-5C91-FAAACD6A2A29|1.0|Y||
2009.0|BA|3802|F|E8E56A96-CC86-651A-A2E4-9323A07D31B8|1.0|Y||
2009.0|BA|3804|F|696EBF45-3DCA-68A2-92F1-3413D0A3844F|1.0|Y||
2009.0|BA|3850|N|46786770-0196-5A20-060C-8FB6839212B8|1.0|Y||
2009.0|BA|3851|N|68530F05-2BB6-DC46-457D-C47F04C7D460|1.0|Y||
2009.0|BA|3852|F|A91626CF-88CC-F887-87B9-AF5A34E881CB|1.0|Y||
2009.0|BA|3854|F|65A4DBF2-0902-8609-34B3-E7FB7FB6E5D8|1.0|Y||
2009.0|BA|3900|N|426245EE-3BA4-033D-EB19-A4E67C36B801|1.0|Y||
2009.0|BA|3901|N|CF27C1ED-9A7B-7A6D-AB17-F92815D71EED|1.0|Y||
2009.0|BA|3910|N|26859EBB-4372-C237-CDBB-4D27E37AC202|1.0|Y||
2009.0|BA|3911|N|1BD13824-DCC6-59DE-BD75-934EB3D0E134|1.0|Y||
2009.0|BA|3950|N|9552461B-E5A2-AA57-2DF8-767041A8F835|1.0|Y||
2009.0|BA|3951|N|6A67145E-8C01-322E-DD5B-5B21BFF197CF|1.0|Y||
2009.0|BA|3952|F|74331A91-A53A-2823-80E8-6E1908893FDB|1.0|Y||
2009.0|BA|3960|N|8BC703F5-3B7B-40B4-0DF8-AE71BC74B2C5|1.0|Y||
2009.0|BA|3961|N|E7665A6C-4634-20C5-3B49-BBA9FBDB41AD|1.0|Y||
2009.0|BA|3962|F|159A511B-7C81-F074-D3C5-34A38286C3DC|1.0|Y||
2009.0|BA|3964|F|7C9F9D87-59E0-FC06-FF08-C682665286CF|1.0|Y||
2009.0|BA|4580|F|25AF87C9-CCD6-7572-DC1B-1BB975258980|1.0|Y||
2009.0|BA|4581|N|14C0F48C-37EE-5636-9CAF-55EB9FADECE4|1.0|Y||
2009.0|BA|4588|F|717D7381-E3EF-1DE4-D778-D80933B06F49|1.0|Y||
2009.0|BA|4590|N|BFB3374C-D56E-0BE4-362E-0C94F8165430|1.0|Y||
2009.0|BA|5400|N|4D3E77B2-3819-7140-550E-14D2710B6FA4|1.0|Y||
2009.0|BA|5410|N|12737FE2-2998-D6C6-348C-CA7946664AAA|1.0|Y||
2009.0|BA|5630|N|7CD308A2-96FE-2897-8298-B595CC9C4D19|1.0|Y||
2009.0|BA|5631|N|2A51C8DB-8CB9-2CDF-1A27-CF5556648D6B|1.0|Y||
2009.0|BA|5820|N|31B921C0-BA9D-D277-0819-975C2F8437CB|1.0|Y||
2009.0|BA|5821|N|AC7E6BEC-3C22-041F-290D-18BE60C38AD8|1.0|Y||
2009.0|BL|2000|F|89F4708D-6F4A-C37F-8DDE-77C7854F9371|1.0|Y||
2009.0|BL|2000|G|B43E8860-66CC-BF73-B8A2-EFF51537D4A8|1.0|Y||
2009.0|BL|2000|R|D692B0B9-FCA3-9BD7-56D5-F14575B11625|1.0|Y||
2009.0|BL|2001|F|A86C153F-8418-EEEE-F1C5-61A8AA7087D8|1.0|Y||
2009.0|BL|2001|G|E4B5F1D9-170A-53A8-C6CA-D31CAF582508|1.0|Y||
2009.0|BL|2001|R|AAA41134-16E4-6B1C-E15D-FF9E4EC4F1D1|1.0|Y||
2009.0|BL|2002|E|DA206F1A-B1F9-A903-DF5C-F9D8209C0494|1.0|Y||
2009.0|BL|2002|F|6D6E895D-4CC6-C3BA-538E-97C1E9A0828E|1.0|Y||
2009.0|BL|2002|G|F68408E6-B841-C1A2-018A-586E5F2FEAF4|1.0|Y||
2009.0|BL|2003|F|B4FDFE07-F806-43EA-1626-038E45B4FFF4|1.0|Y||
2009.0|BL|2003|G|FA6E62BE-54C2-10CC-1DCA-1CCDD78989FE|1.0|Y||
2009.0|BL|2003|R|6AA8806D-C148-6E4F-A19C-F302FABADA3C|1.0|Y||
2009.0|BL|2004|E|47CE02D0-1B00-6454-A37C-9CB7A318A24D|1.0|Y||
2009.0|BL|2004|F|22EBDE04-05C6-942F-6A0C-824F1E73C0B9|1.0|Y||
2009.0|BL|2004|G|07094127-30C2-728C-01A9-6D48F1B752D1|1.0|Y||
2009.0|BL|2005|F|080AF024-1BE4-5796-5AAB-922F30744FFC|1.0|Y||
2009.0|BL|2005|G|72C21886-D708-CE9C-C8E1-17DA2014BFF4|1.0|Y||
2009.0|BL|2005|R|15AF5C5E-25B0-28D4-CC50-44623311BDE6|1.0|Y||
2009.0|BL|2008|E|BEA99C0E-5F50-5DD5-657A-C8A3140DD022|1.0|Y||
2009.0|BL|2008|F|93C6C23E-564D-06C6-920A-435B026159D8|1.0|Y||
2009.0|BL|2008|G|A98E6EE3-75F0-B62F-2318-96CBC606268F|1.0|Y||
2009.0|BL|2010|F|A30F4F9A-6918-93C6-1B8A-C3D409EF0444|1.0|Y||
2009.0|BL|2010|G|137CD659-1DA8-F6E7-A2EA-AEEBCA7C7993|1.0|Y||
2009.0|BL|2170|F|2BB0D882-5BF8-51C5-0099-2DD216B2C890|1.0|Y||
2009.0|BL|2175|F|1D29C34E-B8D3-682C-2E02-6773DD28A6A7|1.0|Y||
2009.0|BL|2200|F|2004ACBE-EA04-C219-56DA-E60824AAA00A|1.0|Y||
2009.0|BL|2205|F|19BD1302-0A77-980C-05FE-5EA33178ECDA|1.0|Y||
2009.0|BL|2280|F|A5ABFDE5-D51A-90D7-45D6-9FBCD2BD0633|1.0|Y||
2009.0|BL|2280|G|E80B852C-0170-96EB-E81D-7F86BD544113|1.0|Y||
2009.0|BL|2280|R|5A060A7A-9C57-ED0B-7E33-8CED119BCCB2|1.0|Y||
2009.0|BL|2288|E|13753D2B-ACF4-2214-6954-0112FB88F7AA|1.0|Y||
2009.0|BL|2288|F|691BC940-CBCA-EF3A-6720-334B2C87AE5C|1.0|Y||
2009.0|BL|2288|G|358781E1-2D57-45A6-1D2F-6BCB2E5B9407|1.0|Y||
2009.0|BL|2290|F|2277FB79-AE88-F2AB-09ED-297B6BDA6815|1.0|Y||
2009.0|BL|2300|F|3B00CF07-D32F-4EBC-FBAB-7379523C527E|1.0|Y||
2009.0|BL|2310|F|37915474-F067-A969-F78A-A0341E846B2D|1.0|Y||
2009.0|BL|2315|F|0978E8B4-0E8D-9C47-9557-AFBF5188B134|1.0|Y||
2009.0|BL|2320|F|D9207D2C-D97B-304E-4D37-3763890B5642|1.0|Y||
2009.0|BL|2331|N|2ADC8BEB-81F6-B9D7-0FC3-9E2EC89D1754|1.0|Y||
2009.0|BL|2332|N|D269074A-9101-D742-625D-FB2B32053E68|1.0|Y||
2009.0|BL|2340|N|66CB1A5E-6684-F221-2984-ADDDBC36E50D|1.0|Y||
2009.0|BL|2341|N|C70F0870-3D39-2D0E-3D6C-3177375569C2|1.0|Y||
2009.0|BL|2349|F|E08C66E0-873B-DF88-D325-A355AD55F0D3|1.0|Y||
2009.0|BL|2350|N|EEB1C6BE-78E8-4131-2B14-683CD6B03B19|1.0|Y||
2009.0|BL|2351|N|E208E8B7-731E-C217-B22A-CF98651DDA20|1.0|Y||
2009.0|BL|2360|N|97A4CF88-3D06-02C7-9379-57ED82002150|1.0|Y||
2009.0|BL|2361|N|A77DF899-014D-E844-01E5-E22E7D8713B0|1.0|Y||
2009.0|BL|2362|F|A07355A0-9463-F2F6-EB1E-8E7004EE0273|1.0|Y||
2009.0|BL|2364|F|DFE6DE24-90F6-14CC-AB34-FB37AB96C94A|1.0|Y||
2009.0|BL|2370|N|A12106F5-8D7E-CD42-5928-DE28BB041D81|1.0|Y||
2009.0|BL|2381|N|533E9BD4-EFE0-0ACF-DAD3-33C02AC8BA2E|1.0|Y||
2009.0|BL|2382|N|B73ED383-40AB-A474-3A13-50B4E8826FDC|1.0|Y||
2009.0|BL|2383|N|59A433F4-EF8B-45A4-09E8-43BA59D67D69|1.0|Y||
2009.0|BL|2384|N|13A1973D-F57A-9186-26F3-EA11AAC353E5|1.0|Y||
2009.0|BL|2387|N|FF9B33C3-F1E6-7B74-FF62-CF289845107F|1.0|Y||
2009.0|BL|2388|N|1A468B00-3A0E-9A21-51DE-5C1A0998016A|1.0|Y||
2009.0|BL|2390|N|8942181B-410A-6E97-E9AB-DE44C80D9938|1.0|Y||
2009.0|BL|2391|N|1B9B3650-6663-B070-3559-692D6EA76B3E|1.0|Y||
2009.0|BL|2392|F|5F7DD37C-74A7-758F-71FD-6E627027F4A3|1.0|Y||
2009.0|BL|2394|F|09012497-E3FD-859F-0911-AE6C40E16CAE|1.0|Y||
2009.0|BL|2400|F|2969A4A5-E16D-63F3-2F55-5171875F3F51|1.0|Y||
2009.0|BL|2400|G|CEBEFC53-8EEB-F54B-BA9F-E4BFAC1776C2|1.0|Y||
2009.0|BL|2400|R|D545C413-4491-AB15-95E3-ED1FD9F69057|1.0|Y||
2009.0|BL|2401|F|7917FA21-9A7C-A925-0F1D-BD30A342A1EF|1.0|Y||
2009.0|BL|2401|G|AF8B6ADB-9D6E-0DBD-75C1-7973F199419E|1.0|Y||
2009.0|BL|2401|R|8CAD992B-953C-7127-6853-0873A268D897|1.0|Y||
2009.0|BL|2402|E|9F7D0698-AA11-5AC1-165D-6202793CD5ED|1.0|Y||
2009.0|BL|2402|F|75AFD330-8263-4914-67E1-5C4819A40A00|1.0|Y||
2009.0|BL|2402|G|7D57E692-9B11-4057-71DE-443E6E393D04|1.0|Y||
2009.0|BL|2403|F|C3BA8BD8-A615-0170-5855-F7B4DF19A2BD|1.0|Y||
2009.0|BL|2403|G|C41C1AF5-29B8-1FCD-E428-7589755DA30B|1.0|Y||
2009.0|BL|2403|R|248CE16D-A7C9-6141-F341-78439A55C6F1|1.0|Y||
2009.0|BL|2404|E|07042032-ABD0-3B26-EBCA-1798038D33B1|1.0|Y||
2009.0|BL|2404|F|D7ACA75D-7616-4F9D-2428-31CFD712032C|1.0|Y||
2009.0|BL|2404|G|0DE2EE60-14AD-DB98-A44D-0B741F5C4A7E|1.0|Y||
2009.0|BL|2405|F|312621D9-4145-2CE9-BF3B-52356541BAD1|1.0|Y||
2009.0|BL|2405|G|D9856727-41AA-465B-4E2E-7D7F3146F653|1.0|Y||
2009.0|BL|2405|R|2FD2A2FA-5AF9-1B95-B759-325A99E2792B|1.0|Y||
2009.0|BL|2408|E|FECB1B6B-7ED1-0008-E3B0-E82A369722E3|1.0|Y||
2009.0|BL|2408|F|BE809EAD-A3BE-7A3F-FB00-37A8A24F8C24|1.0|Y||
2009.0|BL|2408|G|43C82B63-B817-05C3-20F7-841A1FB81293|1.0|Y||
2009.0|BL|2420|F|3CA7D6ED-0F86-0AF8-F8E0-1F2410DB43E7|1.0|Y||
2009.0|BL|2425|E|70E7C51A-1A4B-22DE-F5A6-9EF6ED44749F|1.0|Y||
2009.0|BL|2425|F|CBB13C0A-66A4-3390-115B-AB0C3735B3D7|1.0|Y||
2009.0|BL|2425|G|F4791363-15F7-A719-752C-9E544C8FFC46|1.0|Y||
2009.0|BL|2428|F|B3C7C5C9-E337-BA81-648B-B703165F111D|1.0|Y||
2009.0|BL|2450|F|76030783-727C-75BA-4D47-F4D505E9896B|1.0|Y||
2009.0|BL|2455|F|B6C7E03B-5370-0B7F-636B-BB8C49FBF841|1.0|Y||
2009.0|BL|2458|F|7632A510-D30C-5924-C2B1-845B8C59ED52|1.0|Y||
2009.0|BL|2480|F|EE5E2344-942A-FD70-5BE0-C6189742F848|1.0|Y||
2009.0|BL|2480|G|DC04EC64-4B9A-6FAF-0D65-E56C1996FCB1|1.0|Y||
2009.0|BL|2480|R|6AF04600-8E3C-7F5B-0A83-4512C69EBFE4|1.0|Y||
2009.0|BL|2488|E|0EE45A78-EC97-E5BD-D2CA-EEF124B70417|1.0|Y||
2009.0|BL|2488|F|19522194-64CB-CFE0-E984-F0F2860AC36E|1.0|Y||
2009.0|BL|2488|G|4D7A64EB-D3EC-7C8C-E533-4D53BC0E1013|1.0|Y||
2009.0|BL|2500|B|74F0BE4E-14B8-327B-3F04-1FA6A94960AE|1.0|Y||
2009.0|BL|2500|F|35819006-344D-4075-8838-B4114D7E66DD|1.0|Y||
2009.0|BL|2500|G|4C063272-DEE7-9492-68D6-473C01C00342|1.0|Y||
2009.0|BL|2502|B|4C7EEA91-E029-070D-2A48-D96CB5EF3955|1.0|Y||
2009.0|BL|2502|F|D422E92A-EE54-2E0B-DCA4-5F7392080056|1.0|Y||
2009.0|BL|2502|G|C10898A0-9081-837A-4C6E-D0928CED9F75|1.0|Y||
2009.0|BL|2504|B|776DB21E-75B5-8872-F252-AF984CEDF43E|1.0|Y||
2009.0|BL|2504|F|7DB23610-9720-7A0E-40EF-3903ADF67193|1.0|Y||
2009.0|BL|2504|G|038273FD-43A0-F71B-7D5C-22B4B4B1684A|1.0|Y||
2009.0|BL|2550|B|8CC132D3-5973-5534-9DFB-44DCBE545C90|1.0|Y||
2009.0|BL|2550|F|B7C580E4-2B87-9E9C-12DB-7AFA11AFFA42|1.0|Y||
2009.0|BL|2550|G|95E4B668-DEB9-76B7-DEDB-CF401DFD6FF9|1.0|Y||
2009.0|BL|3000|F|D6AD43E4-E805-3897-5161-76471AE29E6C|1.0|Y||
2009.0|BL|3050|B|24248057-B650-E9A4-60A0-AE08287BB2FF|1.0|Y||
2009.0|BL|3050|F|7DC471F1-CE78-E88D-CB8F-2FED48B0495F|1.0|Y||
2009.0|BL|3100|B|C659C96F-0CE1-1852-96B0-E259307B4553|1.0|Y||
2009.0|BL|3100|F|9FE77F0A-655D-4EE5-9E4B-8F5C7F2BB253|1.0|Y||
2009.0|BL|3150|F|83150D28-8590-CD54-B1EF-A87CF7E9F771|1.0|Y||
2009.0|BL|3200|B|9DCDBB80-E4B6-9F44-10EA-EC41A20BD264|1.0|Y||
2009.0|BL|3200|F|224B8AF8-8C5F-9E4E-206C-7E31CDD650AD|1.0|Y||
2009.0|BL|3205|B|65EF87DE-584E-5DC3-85E5-80449898FBB2|1.0|Y||
2009.0|BL|3205|F|A708CA53-1A35-E81E-130F-C5B99300B939|1.0|Y||
2009.0|BL|3210|B|C7799BBF-1B31-2FD6-5BC3-5F18FD93A3BE|1.0|Y||
2009.0|BL|3210|F|DF5F1A76-83C4-1DA0-B253-162D0F62CDA0|1.0|Y||
2009.0|BL|3250|F|A9629451-6B82-3668-50F0-8DF733990731|1.0|Y||
2009.0|BL|3300|N|D5DA9C40-466C-AFB3-CF5B-88F79990B106|1.0|Y||
2009.0|BL|3301|N|8DC23C24-B4A2-2417-99F1-C95FDAE12207|1.0|Y||
2009.0|BL|3302|F|B224C48C-3745-E45C-76F0-2824D352DA29|1.0|Y||
2009.0|BL|3304|F|5885B266-70D0-BE5F-BFED-23C7B62DF0D8|1.0|Y||
2009.0|BL|3390|N|60E05041-C62A-F1E1-18BC-D56AB073B66D|1.0|Y||
2009.0|BL|3391|N|F2215485-1498-BCB8-32A7-E4D5AAF62A79|1.0|Y||
2009.0|BL|3392|F|CDCA6212-FBEE-9355-3D81-323F801417F7|1.0|Y||
2009.0|BL|3394|F|2576F81F-CF93-C73B-8048-F610E69CD5C6|1.0|Y||
2009.0|BL|3400|N|F541F861-C264-9C4D-B38D-C4E7F2C37697|1.0|Y||
2009.0|BL|3401|N|B6300CCD-7A74-902C-E94F-80D672C6092D|1.0|Y||
2009.0|BL|3402|F|13C0ED00-7598-C4EB-168E-F9ECE255CFD4|1.0|Y||
2009.0|BL|3404|F|4B43AB74-D48F-7BA3-1328-3EA02EFC02E5|1.0|Y||
