fin_coa_cd|org_cd|org_rtng_mdl_nm|acct_dlgt_unvl_id|fdoc_typ_cd|obj_id|ver_nbr|fdoc_aprv_from_amt|fdoc_aprv_to_amt|acct_dlgt_prmrt_cd|acct_dlgt_start_dt|row_actv_ind|
BL|INFO|CSOBRIEN|2783907167|CREQ|11400DC3FEF9041EE043814FD881041E|1.0|0.0|0.0|Y|20030709000000|Y|
BL|INFO|CSOBRIEN|2783907167|DV|11400DC3FEF8041EE043814FD881041E|1.0|0.0|0.0|Y|20030709000000|Y|
BL|INFO|CSOBRIEN|2783907167|PCDO|11400DC3FEF7041EE043814FD881041E|1.0|0.0|0.0|N|20030709000000|Y|
BL|INFO|CSOBRIEN|2783907167|ST|11400DC3FEFC041EE043814FD881041E|1.0|0.0|0.0|N|20030709000000|Y|
BL|INFO|CSOBRIEN|2783907167|TF|11400DC3FEFB041EE043814FD881041E|1.0|0.0|0.0|N|20030709000000|Y|
BL|INFO|CSOBRIEN2|1668303757|BA|11400DC3FF86041EE043814FD881041E|1.0|0.0|0.0|N|20030715000000|Y|
BL|INFO|CSOBRIEN2|1668303757|CREQ|11400DC3FF85041EE043814FD881041E|1.0|0.0|0.0|N|20030715000000|Y|
BL|INFO|CSOBRIEN2|1668303757|DV|11400DC3FF84041EE043814FD881041E|1.0|0.0|0.0|N|20030715000000|Y|
BL|INFO|CSOBRIEN2|1668303757|PCDO|11400DC3FF82041EE043814FD881041E|1.0|0.0|0.0|Y|20030715000000|Y|
BL|INFO|CSOBRIEN2|1668303757|SOBJ|11400DC3FF83041EE043814FD881041E|1.0|0.0|0.0|Y|20030715000000|Y|
BL|INFO|CSOBRIEN2|1668303757|TF|11400DC3FF87041EE043814FD881041E|1.0|0.0|0.0|N|20030715000000|Y|
BL|INFO|CSOBRIEN2|2783907167|A21|11400DC3FF81041EE043814FD881041E|1.0|0.0|0.0|Y|20030709000000|Y|
BL|INFO|CSOBRIEN2|2783907167|BA|11400DC3FF7E041EE043814FD881041E|1.0|0.0|0.0|N|20030709000000|Y|
BL|INFO|CSOBRIEN2|2783907167|CREQ|11400DC3FF7D041EE043814FD881041E|1.0|0.0|0.0|Y|20030709000000|Y|
BL|INFO|CSOBRIEN2|2783907167|DV|11400DC3FF7C041EE043814FD881041E|1.0|0.0|0.0|Y|20030709000000|Y|
BL|INFO|CSOBRIEN2|2783907167|PCDO|11400DC3FF7B041EE043814FD881041E|1.0|0.0|0.0|N|20030709000000|Y|
BL|INFO|CSOBRIEN2|2783907167|ST|11400DC3FF80041EE043814FD881041E|1.0|0.0|0.0|N|20030709000000|Y|
BL|INFO|CSOBRIEN2|2783907167|TF|11400DC3FF7F041EE043814FD881041E|1.0|0.0|0.0|N|20030709000000|Y|
BL|ISDD|IIDC|1391709836|CREQ|11400DC3FAB6041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|A21|11400DC3FAC7041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|ACCT|11400DC3FAC3041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|ADEL|11400DC3FAC4041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|AR|11400DC3FACC041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|AT|11400DC3FACD041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|AV|11400DC3FABA041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|BA|11400DC3FABB041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|BT|11400DC3FAC8041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|CREQ|11400DC3FAB8041EE043814FD881041E|1.0|||N|20020701000000|Y|
BL|ISDD|IIDC|1548905190|CRM|11400DC3FACB041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|DI|11400DC3FABD041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|DV|11400DC3FABC041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|ELR|11400DC3FACE041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|GEC|11400DC3FABE041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|IB|11400DC3FABF041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|ND|11400DC3FAC0041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|PCDO|11400DC3FACF041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|PE|11400DC3FAC1041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|SACC|11400DC3FAC5041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|SACD|11400DC3FAC9041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|SOBJ|11400DC3FAC6041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|ST|11400DC3FACA041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|1548905190|TF|11400DC3FAC2041EE043814FD881041E|1.0|||Y|20020701000000|Y|
BL|ISDD|IIDC|4526900367|CREQ|11400DC3FAB7041EE043814FD881041E|1.0|||N|20020701000000|Y|
BL|ISDD|IIDC|4526900367|ERD|11400DC3FAB9041EE043814FD881041E|1.0|||N|20020701000000|Y|
BL|IUCF|HE WORKMAN|3084506625|PCDO|11400DC3F9C4041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|A21|11400DC3F9BC041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|ACCT|11400DC3F9B8041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|ADEL|11400DC3F9B9041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|AR|11400DC3F9C1041EE043814FD881041E|1.0|||Y|20020411000000|Y|
BL|IUCF|HE WORKMAN|5599000352|AT|11400DC3F9C2041EE043814FD881041E|1.0|||Y|20020411000000|Y|
